numero_registro,denominacion,plazas_autorizadas_numero,plazas_descripcion,tipologia,subtipo,sector,municipio_nombre,direccion_via_tipo,direccion_coor_x,direccion_coor_y,codigo_postal,entidad_denominacion,entidad_naturaleza
C6448,CENTRO DE REHABILITACIÓN LABORAL INTRESS  PUENTE DE VALLECAS,45,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE REHABILITACIÓN: OTROS,Personas con enfermedad mental crónica,Madrid,CALLE,443159,4471452,28053,ASOCIACION INSTITUTO DE TRABAJO SOCIAL Y SERVICIOS SOCIALES (INTRESS),PRIVADA SIN ÁNIMO DE LUCRO
C6449,CENTRO DE REHABILITACIÓN LABORAL INTRESS  TETUÁN,45,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE REHABILITACIÓN: OTROS,Personas con enfermedad mental crónica,Madrid,CALLE,439958,4477485,28039,ASOCIACION INSTITUTO DE TRABAJO SOCIAL Y SERVICIOS SOCIALES (INTRESS),PRIVADA SIN ÁNIMO DE LUCRO
C6462,"ASCAO AYUNTAMIENTO DE MADRID, CENTRO DE DIA",45,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Madrid,CALLE,445454,4475393,28017,AYUNTAMIENTO DE MADRID,PÚBLICA
C6465,"HOGAR CUEVAS DE ALMANZORA, PISO TUTELADO",9,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Infancia y Adolescencia,Madrid,CALLE,444090,4480717,28033,ASOCIACION NACIONAL DE HOGARES PARA NIÑOS PRIVADOS DE AMBIENTE FAMILIAR NUEVO FUTURO,PRIVADA SIN ÁNIMO DE LUCRO
C6469,RESIDENCIA INTRESS  MÓSTOLES,30,Plazas totales,CENTROS RESIDENCIALES,OTRAS RESIDENCIAS,Personas con enfermedad mental crónica,Móstoles,CALLE,427050,4464676,28932,ASOCIACION INSTITUTO DE TRABAJO SOCIAL Y SERVICIOS SOCIALES (INTRESS),PRIVADA SIN ÁNIMO DE LUCRO
C6470,CENTRO DE DÍA INTRESS  MÓSTOLES,60,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas con enfermedad mental crónica,Móstoles,CALLE,427050,4464676,28932,ASOCIACION INSTITUTO DE TRABAJO SOCIAL Y SERVICIOS SOCIALES (INTRESS),PRIVADA SIN ÁNIMO DE LUCRO
C6472,CENTRO DE REHABILITACIÓN LABORAL ARGANZUELA,45,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE REHABILITACIÓN: OTROS,Personas con enfermedad mental crónica,Madrid,CALLE,440250,4472224,28005,FUNDACION EL BUEN SAMARITANO,PRIVADA SIN ÁNIMO DE LUCRO
C6473,"CASABLANCA EL VISO, RESIDENCIA DE PERSONAS MAYORES",72,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES MIXTA,Personas mayores,Madrid,CALLE,442084,4476723,28002,CENTRO DE MAYORES EL VISO S.L.,PRIVADA CON ÁNIMO DE LUCRO
C6479,RESIDENCIA MANUEL GOMEZ - LATINA,31,Plazas totales,CENTROS RESIDENCIALES,OTRAS RESIDENCIAS,Personas con enfermedad mental crónica,Madrid,CALLE,437242,4473008,28011,GRUPO 5 ACCION Y GESTION SOCIAL S.A.U.,PRIVADA CON ÁNIMO DE LUCRO
C6480,"LOS HUEROS, RESIDENCIA DE PERSONAS MAYORES",16,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Villalbilla,CALLE,470090,4477091,28810,RESIDENCIAS FEMENINAS SL,PRIVADA CON ÁNIMO DE LUCRO
C6481,RESIDENCIA FUENLABRADA,38,Plazas totales,CENTROS RESIDENCIALES,OTRAS RESIDENCIAS,Personas con enfermedad mental crónica,Fuenlabrada,CALLE,433247,4460140,28945,MANANTIAL GESTIÓN S.L.U.,PRIVADA CON ÁNIMO DE LUCRO
C6482,CENTRO DE DÍA DE SOPORTE SOCIAL FUENLABRADA,39,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas con enfermedad mental crónica,Fuenlabrada,CALLE,433247,4460140,28945,MANANTIAL GESTIÓN S.L.U.,PRIVADA CON ÁNIMO DE LUCRO
C6483,CENTRO DE REHABILITACIÓN PSICOSOCIAL FUENLABRADA,95,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE REHABILITACIÓN: OTROS,Personas con enfermedad mental crónica,Fuenlabrada,CALLE,433247,4460140,28945,MANANTIAL GESTIÓN S.L.U.,PRIVADA CON ÁNIMO DE LUCRO
C6484,CENTRO DE REHABILITACIÓN LABORAL DE FUENLABRADA,102,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE REHABILITACIÓN: OTROS,Personas con enfermedad mental crónica,Fuenlabrada,CALLE,433247,4460140,28945,MANANTIAL GESTIÓN S.L.U.,PRIVADA CON ÁNIMO DE LUCRO
C6485,PISO SUPERVISADO MENNI ARTURO SORIA,4,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,Madrid,CALLE,443929,4478764,28033,HERMANAS HOSPITALARIAS DEL SAGRADO CORAZÓN DE JESÚS- CASA SANATORIO PSIQUIÁTRICO SAN MIGUEL,PRIVADA SIN ÁNIMO DE LUCRO
C6488,"SAN LUCIANO AYUNTAMIENTO DE MADRID, CENTRO DE MAYORES",123,Capacidad máxima simultánea,CENTROS DE DÍA,HOGARES Y CLUBES,Personas mayores,Madrid,CALLE,unknown,unknown,28041,AYUNTAMIENTO DE MADRID,PÚBLICA
C6492,CENTRO DE REHABILITACIÓN PSICOSOCIAL USERA,55,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE REHABILITACIÓN: OTROS,Personas con enfermedad mental crónica,Madrid,CALLE,441240,4469217,28041,FUNDACION EL BUEN SAMARITANO,PRIVADA SIN ÁNIMO DE LUCRO
C6493,PISO SUPERVISADO III RESIDENCIA SAN MIGUEL,4,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,Madrid,CALLE,448255,4476685,28022,HERMANAS HOSPITALARIAS DEL SAGRADO CORAZÓN DE JESÚS- CASA SANATORIO PSIQUIÁTRICO SAN MIGUEL,PRIVADA SIN ÁNIMO DE LUCRO
C6494,CENTRO DE REHABILITACION LABORAL COSLADA CRL COSLADA,75,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE REHABILITACIÓN: OTROS,Personas con enfermedad mental crónica,Coslada,PLAZA,451133,4474166,28821,"GRUPO DE EXPERTOS EN TERAPIA Y REHABILITACIÓN, S.A.",PRIVADA CON ÁNIMO DE LUCRO
C6495,CENTRO DE REHABILITACIÓN PSICOSOCIAL MENNI ARTURO SORIA,55,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE REHABILITACIÓN: OTROS,Personas con enfermedad mental crónica,Madrid,CALLE,443911,4478825,28033,HERMANAS HOSPITALARIAS DEL SAGRADO CORAZÓN DE JESÚS- CASA SANATORIO PSIQUIÁTRICO SAN MIGUEL,PRIVADA SIN ÁNIMO DE LUCRO
C6499,"PROVIVIENDA PUERTO DE GALAPAGAR, PISO TUTELADO",6,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Refugiados y asilados,Madrid,CALLE,447382,4469105,28031,ASOCIACION PROVIVIENDA,PRIVADA SIN ÁNIMO DE LUCRO
C6500,"PROVIVIENDA VILLAJOYOSA, PISO TUTELADO",4,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Refugiados y asilados,Madrid,CALLE,441256,4467281,28041,ASOCIACION PROVIVIENDA,PRIVADA SIN ÁNIMO DE LUCRO
C6501,"PROVIVIENDA CESAR PASTOR LLOPIS, PISO TUTELADO",9,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Refugiados y asilados,Madrid,CALLE,unknown,unknown,28031,ASOCIACION PROVIVIENDA,PRIVADA SIN ÁNIMO DE LUCRO
C6503,PISO   SUPERVISADO MEDINAMAR NORTE  II,5,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,San Sebastián de los Reyes,CALLE,446596,4488221,28701,"LA SALETA CARE, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C6505,VIVIENDA COMUNITARIA CALLE DE LA VIRGEN,5,Plazas totales,CENTROS RESIDENCIALES,VIVIENDAS COMUNITARIAS,Personas con enfermedad mental crónica,Ciempozuelos,CALLE,447485,4445275,28350,CASA HERMANAS HOSPITALARIAS DEL SAGRADO CORAZON DE JESUS,PRIVADA SIN ÁNIMO DE LUCRO
C6506,"PROVIVIENDA COIN, PISO TUTELADO",4,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Refugiados y asilados,Madrid,CALLE,445552,4470700,28018,ASOCIACION PROVIVIENDA,PRIVADA SIN ÁNIMO DE LUCRO
C6507,RESIDENCIA DE PERSONAS MAYORES SAN MARCOS ACQUA,84,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,San Martín de la Vega,CALLE,450429,4450630,28330,RESIDENCIA SAN MARCOS ACQUA S. L.,PRIVADA CON ÁNIMO DE LUCRO
C6513,CENTRO RESIDENCIAL DE MUJERES TORRELODONES,19,Plazas totales,CENTROS RESIDENCIALES,OTRAS RESIDENCIAS,Mujer,Torrelodones,AVDA,419303,4493626,28250,ASOCIACION BETEL,PRIVADA SIN ÁNIMO DE LUCRO
C6515,CENTRO DE DÍA MAJADAHONDA,27,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas con enfermedad mental crónica,Majadahonda,TRVA,425948,4480196,28220,GRUPO 5 ACCION Y GESTION SOCIAL S.A.U.,PRIVADA CON ÁNIMO DE LUCRO
C6516,PISO SUPERVISADO SAINZ DE BARANDA II,4,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,Madrid,CALLE,443253,4474113,28007,HERMANAS HOSPITALARIAS DEL SAGRADO CORAZÓN DE JESÚS- CASA SANATORIO PSIQUIÁTRICO SAN MIGUEL,PRIVADA SIN ÁNIMO DE LUCRO
C6517,PISO SUPERVISADO SAINZ DE BARANDA I,4,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,Madrid,CALLE,443253,4474113,28007,HERMANAS HOSPITALARIAS DEL SAGRADO CORAZÓN DE JESÚS- CASA SANATORIO PSIQUIÁTRICO SAN MIGUEL,PRIVADA SIN ÁNIMO DE LUCRO
C6518,VIVIENDA CADETE JULIO LLOMPART 33,3,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,Madrid,CALLE,437547,4471761,28019,FUNDACION BENEFICO PARTICULAR SAN MARTIN DE PORRES,PRIVADA SIN ÁNIMO DE LUCRO
C6519,VIVIENDA  CARLOS DABAN 2,3,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,Madrid,CALLE,437568,4472032,28019,FUNDACION BENEFICO PARTICULAR SAN MARTIN DE PORRES,PRIVADA SIN ÁNIMO DE LUCRO
C6532,CENTRO DE REHABILITACION PSICOSOCIAL DE PARLA,70,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE REHABILITACIÓN: OTROS,Personas con enfermedad mental crónica,Parla,AVDA,434383,4453394,28982,MANANTIAL GESTIÓN S.L.U.,PRIVADA CON ÁNIMO DE LUCRO
C6533,CENTRO DE REHABILITACION LABORAL DE PARLA,90,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE REHABILITACIÓN: OTROS,Personas con enfermedad mental crónica,Parla,AVDA,434383,4453394,28982,MANANTIAL GESTIÓN S.L.U.,PRIVADA CON ÁNIMO DE LUCRO
C6534,CENTRO DE DIA SOPORTE SOCIAL DE PARLA,50,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas con enfermedad mental crónica,Parla,AVDA,434383,4453394,28982,MANANTIAL GESTIÓN S.L.U.,PRIVADA CON ÁNIMO DE LUCRO
C6539,PISO SUPERVISADO LATINA GRUPO 5,4,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,Madrid,CALLE,435435,4471983,28024,GRUPO 5 ACCION Y GESTION SOCIAL S.A.U.,PRIVADA CON ÁNIMO DE LUCRO
C6540,PISO SUPERVISADO ALCOBENDAS-FUENCARRAL III,4,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,Madrid,CALLE,441383,4481817,28034,GRUPO 5 ACCION Y GESTION SOCIAL S.A.U.,PRIVADA CON ÁNIMO DE LUCRO
C6543,PISO SUPERVISADO FUENLABRADA II,4,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,Fuenlabrada,PLAZA,432553,4460080,28945,MANANTIAL GESTIÓN S.L.U.,PRIVADA CON ÁNIMO DE LUCRO
C6544,PISO SUPERVISADO GUILLERMO PINGARRON,3,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,Madrid,CALLE,444859,4470792,28018,FUNDACIÓN PILAR DE LA MATA,PRIVADA SIN ÁNIMO DE LUCRO
C6548,CENTRO SOCIAL SAN JUAN BAUTISTA,20,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Otros grupos en situación de necesidad,Madrid,CALLE,440800,4479824,28029,FUNDACION HOSPITALARIA DE LA ORDEN DE MALTA EN ESPAÑA,PRIVADA SIN ÁNIMO DE LUCRO
C6549,RESIDENCIA TORREJON,40,Plazas totales,CENTROS RESIDENCIALES,OTRAS RESIDENCIAS,Personas con enfermedad mental crónica,Torrejón de Ardoz,CALLE,unknown,unknown,28850,MANANTIAL GESTIÓN S.L.U.,PRIVADA CON ÁNIMO DE LUCRO
C6557,PISO DE ACOGIDA TEMPORAL PARA FAMILIAS MONOMARENTALES III,7,Plazas totales,CENTROS RESIDENCIALES,VIVIENDAS COMUNITARIAS,Familia,Madrid,CALLE,437821,4471541,28019,ASOCIACION DE SOLIDARIDAD CON MADRES SOLTERAS,PRIVADA SIN ÁNIMO DE LUCRO
C6559,PISO DE ACOGIDA TEMPORAL PARA FAMILIAS MONOMARENTALES II,5,Plazas totales,CENTROS RESIDENCIALES,VIVIENDAS COMUNITARIAS,Familia,Madrid,CALLE,438371,4473514,28011,ASOCIACION DE SOLIDARIDAD CON MADRES SOLTERAS,PRIVADA SIN ÁNIMO DE LUCRO
C6560,PISO DE ACOGIDA TEMPORAL PARA FAMILIAS MONOMARENTALES I,7,Plazas totales,CENTROS RESIDENCIALES,VIVIENDAS COMUNITARIAS,Familia,Madrid,CALLE,437932,4471596,28019,ASOCIACION DE SOLIDARIDAD CON MADRES SOLTERAS,PRIVADA SIN ÁNIMO DE LUCRO
C6562,PISO TUTELADO VILLOTA SANZ,8,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,Madrid,CALLE,442718,4474527,28009,VILLOTA SANZ S .L.,PRIVADA CON ÁNIMO DE LUCRO
C6563,CENTRO DE DIA FLORENCIA III,63,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Madrid,CALLE,446345,4472508,28030,"DIPROFARMA PREPARADOS, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C6566,"LA SANTINA, RESIDENCIA DE PERSONAS MAYORES",50,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES MIXTA,Personas mayores,Madrid,CALLE,448129,4477696,28042,RESIDENCIA 3ª EDAD LA SANTINA S.L.,PRIVADA CON ÁNIMO DE LUCRO
C6578,RESIDENCIA HESTIA ESQUERDO,40,Plazas totales,CENTROS RESIDENCIALES,OTRAS RESIDENCIAS,Personas con enfermedad mental crónica,Madrid,AVDA,435421,4470228,28044,SANATORIO ESQUERDO SA,PRIVADA CON ÁNIMO DE LUCRO
C6585,PISO SUPERVISADO ALCOBENDAS-FUENCARRAL IV,4,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,Madrid,CALLE,441185,4483462,28034,GRUPO 5 ACCION Y GESTION SOCIAL S.A.U.,PRIVADA CON ÁNIMO DE LUCRO
C6591,CENTRO DE INSERCION SOCIOLABORAL AL ABRIGO,80,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas sin hogar,Fuenlabrada,PLAZA,431341,4460217,28942,ASOCIACION DE ACCION SOCIAL LIBELULA,PRIVADA SIN ÁNIMO DE LUCRO
C6607,PISO DE ACOGIDA  RAMON SAINZ,8,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,(Inmigracion) Otros grupos en situación de necesidad,Madrid,CALLE,437416,4470676,28025,CRUZ ROJA ESPAÑOLA,PRIVADA SIN ÁNIMO DE LUCRO
C6623,CENTRO DE DIA JOVENES SIE OPCION 3,20,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas sin hogar,Madrid,CALLE,440402,4470594,28026,OPCION 3 S. COOP.,PRIVADA SIN ÁNIMO DE LUCRO
C6642,CENTRO DE REHABILITACION  INTEGRAL DE LA FEMM,180,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE RECUPERACIÓN,Personas con discapacidad física,Madrid,AVDA,440929,4479839,28029,FUNDACION PRIVADA MADRID CONTRA LA ESCLEROSIS MULTIPLE,PRIVADA SIN ÁNIMO DE LUCRO
C6650,CENTRO DE MAYORES RAICES IV AYUNTAMIENTO DE VILLALBILLA,80,Capacidad máxima simultánea,CENTROS DE DÍA,HOGARES Y CLUBES,Personas mayores,Villalbilla,CALLE,470052,4476875,28810,AYUNTAMIENTO DE VILLALBILLA,PÚBLICA
C6651,RAIS ACOMPAÑAMIENTO EDUCATIVO PARA JOVENES SIN HOGAR II,3,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Otros grupos en situación de necesidad,Madrid,CALLE,440600,4468027,28041,FUNDACION RED DE APOYO A LA INTEGRACION SOCIOLABORAL (RAIS),PRIVADA SIN ÁNIMO DE LUCRO
C6658,CENTRO MUNICIPAL MAYORES FERRER I GUARDIA,365,Capacidad máxima simultánea,CENTROS DE DÍA,HOGARES Y CLUBES,Personas mayores,Fuenlabrada,TRVA,432260,4459090,28944,AYUNTAMIENTO DE FUENLABRADA,PÚBLICA
C6663,CENTRO DE ATENCION TEMPRANA IRIA,17,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE ATENCIÓN,Infancia,Madrid,CALLE,447413,4468809,28031,ASOCIACION DE ATENCION TEMPRANA IRIA,PRIVADA SIN ÁNIMO DE LUCRO
C6673,PISO SUPERVISADO RESIDENCIA ALCALA DE HENARES,4,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Personas con enfermedad mental crónica,Alcalá de Henares,CMNO,470144,4482053,28805,GRUPO 5 ACCION Y GESTION SOCIAL S.A.U.,PRIVADA CON ÁNIMO DE LUCRO
C6682,PISO TUTELADO LOS ALAMOS AFINSA MENAS,14,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Adolescencia,Guadarrama,CALLE,411781,4500062,28430,ASOCIACION PARA LA FORMACION E INTEGRACION SOCIAL ALMERIENSE (AFINSA),PRIVADA SIN ÁNIMO DE LUCRO
C6702,VIVIENDA COMUNITARIA  CESAL  NANTES I,19,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Refugiados y asilados,Madrid,CALLE,448567,4475745,28022,ASOCIACION CESAL,PRIVADA SIN ÁNIMO DE LUCRO
C6703,PISO TUTELADO  CESAL  NANTES II,15,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Refugiados y asilados,Madrid,CALLE,448567,4475745,28022,ASOCIACION CESAL,PRIVADA SIN ÁNIMO DE LUCRO
C6704,PISO TUTELADO PROVIVIENDA MEJORANA,4,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Refugiados y asilados,Madrid,CALLE,442744,4470289,28053,ASOCIACION PROVIVIENDA,PRIVADA SIN ÁNIMO DE LUCRO
C6706,PISO TUTELADO PROVIVIENDA CAMINO DE LEGANES,5,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Refugiados y asilados,Móstoles,CALLE,427307,4463824,28937,ASOCIACION PROVIVIENDA,PRIVADA SIN ÁNIMO DE LUCRO
C6710,CENTRO DE DIA CONCEPCION ARENAL,30,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Madrid,CALLE,445476,4479545,28043,AYUNTAMIENTO DE MADRID,PÚBLICA
C6718,CENTRO DE DIA SALUS MAYORES NUEVOS MINISTERIOS,45,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Madrid,CALLE,440463,4476985,28003,MASQUECUIDADOS SL,PRIVADA CON ÁNIMO DE LUCRO
C6722,CENTRO DE DIA FUENVIDA,55,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Fuenlabrada,PLAZA,431984,4460162,28941,"FUENVIDA SERVICIOS SOCIOSANITARIOS, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C6727,VIVIENDA COMUNITARIA CESAL NANTES III,20,Plazas totales,CENTROS RESIDENCIALES,VIVIENDAS COMUNITARIAS,Refugiados y asilados,Madrid,CALLE,448567,4475745,28022,ASOCIACION CESAL,PRIVADA SIN ÁNIMO DE LUCRO
C6740,CENTRO DE ATENCION TEMPRANA ARIS 2,45,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE ATENCIÓN,Infancia y Adolescencia,Madrid,CALLE,439187,4471521,28019,ARIS ATENCION MULTIDISCIPLINAR INFANTIL SLU,PRIVADA CON ÁNIMO DE LUCRO
C6741,VIVIENDA COMUNITARIA CESAL NANTES IV,18,Plazas totales,CENTROS RESIDENCIALES,VIVIENDAS COMUNITARIAS,Refugiados y asilados,Madrid,CALLE,448567,4475745,28022,ASOCIACION CESAL,PRIVADA SIN ÁNIMO DE LUCRO
C6749,CENTRO DE MAYORES EL BAILE,238,Capacidad máxima simultánea,CENTROS DE DÍA,HOGARES Y CLUBES,Personas mayores,"Rozas de Madrid, Las",CALLE,425931,4482498,28231,AYUNTAMIENTO DE LAS ROZAS DE MADRID,PÚBLICA
C6754,PISO TUTELADO PROYECTO TU CASA,16,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Familia,Madrid,CALLE,443110,4472140,28007,OBLATAS SANTISIMO REDENTOR,PRIVADA SIN ÁNIMO DE LUCRO
C6759,"ACCEM SAN MAGIN, PISO TUTELADO",6,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Refugiados y asilados,Madrid,CALLE,439159,4470415,28026,ACCEM,PRIVADA SIN ÁNIMO DE LUCRO
C6760,"ACCEM DODGE, PISO TUTELADO",6,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Refugiados y asilados,Madrid,CALLE,439654,4468417,28041,ACCEM,PRIVADA SIN ÁNIMO DE LUCRO
C6762,"ACCEM VILLAVERDE, PISO TUTELADO",6,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Refugiados y asilados,Madrid,CTRA,441432,4467107,28021,ACCEM,PRIVADA SIN ÁNIMO DE LUCRO
C6763,ACCEM TEMBLEQUE PISO TUTELADO,6,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Refugiados y asilados,Madrid,CALLE,434999,4471330,28024,ACCEM,PRIVADA SIN ÁNIMO DE LUCRO
C6764,"ACCEM PORTALEGRE, PISO TUTELADO",6,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Refugiados y asilados,Madrid,CALLE,438472,4470656,28019,ACCEM,PRIVADA SIN ÁNIMO DE LUCRO
C6765,"ACCEM AURORA BOREAL, PISO TUTELADO",6,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Refugiados y asilados,Madrid,AVDA,448764,4471922,28032,ACCEM,PRIVADA SIN ÁNIMO DE LUCRO
C6766,"ACCEM TROYA, PISO TUTELADO",7,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Refugiados y asilados,Madrid,CALLE,447976,4476301,28022,ACCEM,PRIVADA SIN ÁNIMO DE LUCRO
C6771,"PROVIVIENDA HORIZON, PISO TUTELADO",8,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Otros grupos en situación de necesidad,Madrid,CALLE,439752,4468383,28041,ASOCIACION PROVIVIENDA,PRIVADA SIN ÁNIMO DE LUCRO
C6774,"ACCEM INDALECIO PRIETO, PISO TUTELADO",6,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Refugiados y asilados,Madrid,BULEV,447182,4472056,28032,ACCEM,PRIVADA SIN ÁNIMO DE LUCRO
C6775,HOGAR MUNICIPAL SAN JUAN DE DAGANZO,79,Capacidad máxima simultánea,CENTROS DE DÍA,HOGARES Y CLUBES,Personas mayores,Daganzo de Arriba,CALLE,461176,4488308,28814,AYUNTAMIENTO DE DAGANZO,PÚBLICA
C6776,PISO TUTELADO PROVIVIENDA LEÑEROS,8,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Otros grupos en situación de necesidad,Madrid,CALLE,439696,4478191,28039,ASOCIACION PROVIVIENDA,PRIVADA SIN ÁNIMO DE LUCRO
C6780,PROVIVIENDA  SAN MAGIN PISO TUTELADO,7,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Otros grupos en situación de necesidad,Madrid,CALLE,439164,4470465,28026,ASOCIACION PROVIVIENDA,PRIVADA SIN ÁNIMO DE LUCRO
C6784,CENTRO DE ATENCION TEMPRANA Y TRATAMIENTOS FISIOKID,16,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE ATENCIÓN,Infancia y Adolescencia,Alcalá de Henares,CALLE,469402,4481641,28805,SUSANA PLIEGO LOPEZ,PRIVADA CON ÁNIMO DE LUCRO
C6789,RESIDENCIA LA FRESNEDA,83,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES MIXTA,Personas mayores,Aldea del Fresno,CALLE,397789,4463631,28620,RESIDENTIAL LIFE SPAIN SL,PRIVADA CON ÁNIMO DE LUCRO
C6790,"MURIALDO VASCONGADAS, VIVIENDA COMUNITARIA (EMANCIPACION)",4,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Otros grupos en situación de necesidad,Getafe,AVDA,439210,4462216,28903,ASOCIACION MURIALDO,PRIVADA SIN ÁNIMO DE LUCRO
C6794,RESIDENCIA MEDINACELI  DISCAPACIDAD  INTELECTUAL,132,Plazas totales,CENTROS RESIDENCIALES,OTRAS RESIDENCIAS,Personas con discapacidad intelectual,Villanueva del Pardillo,AVDA,417487,4481589,28229,"LA SALETA CARE, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C6795,CENTRO DE DIA MEDINACELI  DISCAPACIDAD  INTELECTUAL,60,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas con discapacidad intelectual,Villanueva del Pardillo,AVDA,417487,4481589,28229,"LA SALETA CARE, S.L.",PRIVADA CON ÁNIMO DE LUCRO
